,Group 1,Group 2,before,without outliers,diff_cor,P_val
245,Inzet,Relatiebeheer,0.7539431593017211,0.7473002080031325,0.006642951298588606,0.9761588460600026
246,Inzet,Resultaatgerichtheid,0.7902391079177921,0.8407277987603855,-0.05048869084259344,0.820376400536228
247,Inzet,Samenwerking,0.6743949806666154,0.6973345759676767,-0.022939595301061266,0.9178100130198357
248,Inzet,Sensitiviteit,0.7115306092313763,0.704933444374908,0.006597164856468329,0.9763231205645757
249,Inzet,Sociabiliteit,0.8423919059022154,0.8521276694496568,-0.009735763547441434,0.9650651289429706
250,Inzet,Stressbestendigheid,0.7533062851491206,0.7699028228478141,-0.016596537698693514,0.9404842599178904
251,Inzet,Voortgangscontrole,0.8609779504006803,0.864596647303893,-0.0036186969032127037,0.9870113014375479
252,Inzet,Zelfstandigheid,0.14946397376093373,0.2055989696084011,-0.05613499584746737,0.8007057048178678
253,Klantoriëntatie,Kwaliteitsgerichtheid,0.4199106083140331,0.5136133912636001,-0.09370278294956697,0.6737093230605311
254,Klantoriëntatie,Leerbereidheid,0.5968743721578853,0.5965755122758368,0.00029885988204847447,0.9989272442707928
255,Klantoriëntatie,Nauwkeurigheid,0.40600080761614615,0.49787087947399433,-0.09187007185784818,0.6797197839488538
256,Klantoriëntatie,Onderhandelen,0.7374717756060746,0.7571029996637425,-0.01963122405766793,0.929628861424451
257,Klantoriëntatie,Ondernemerschap,0.7346141025594782,0.7485939670137879,-0.013979864454309654,0.9498536905084811
258,Klantoriëntatie,Optreden,0.7227357445486963,0.7733723965339526,-0.050636651985256353,0.8198593697892904
259,Klantoriëntatie,Organisatiesensitiviteit,0.8133109389157421,0.8010307339130618,0.012280205002680344,0.9559435476173341
260,Klantoriëntatie,Overtuigingskracht,0.5708887466238353,0.6078387960741302,-0.0369500494502949,0.8679996878494705
261,Klantoriëntatie,Plannen en organiseren,0.7239473852799047,0.7574255974032273,-0.03347821212332269,0.8803003512492169
262,Klantoriëntatie,Relatiebeheer,0.7733166446830126,0.8175028420975904,-0.044186197414577744,0.8424720385650937
263,Klantoriëntatie,Resultaatgerichtheid,0.5695581181857656,0.6221607806117967,-0.052602662426031066,0.8129972120025579
264,Klantoriëntatie,Samenwerking,0.8278299412163315,0.8586096954760561,-0.03077975425972468,0.8898818747728023
265,Klantoriëntatie,Sensitiviteit,0.9145652413870026,0.922028831297929,-0.007463589910926438,0.9732147097265129
266,Klantoriëntatie,Sociabiliteit,0.9697763025441909,0.9763976875979616,-0.006621385053770745,0.9762362222012106
267,Klantoriëntatie,Stressbestendigheid,0.7501845313433197,0.8178122183652394,-0.06762768702191968,0.7610830597693736
268,Klantoriëntatie,Voortgangscontrole,0.7236119232112148,0.7724693590331715,-0.048857435821956674,0.8260819331539819
269,Klantoriëntatie,Zelfstandigheid,-0.04918102027585827,-0.0475566719398537,-0.001624348336004576,0.9941694636103269
270,Kwaliteitsgerichtheid,Leerbereidheid,0.2660706988998633,0.10752264288471321,0.1585480560151501,0.47712387981110105
271,Kwaliteitsgerichtheid,Nauwkeurigheid,0.9816716720829789,0.9796484238768759,0.002023248206103001,0.9927376647720096
272,Kwaliteitsgerichtheid,Onderhandelen,0.48056861092237896,0.3429612508087788,0.13760736011360014,0.5368823857987692
273,Kwaliteitsgerichtheid,Ondernemerschap,0.3402352880996844,0.3456217655742973,-0.005386477474612905,0.9806672314499862
274,Kwaliteitsgerichtheid,Optreden,0.2928560659368622,0.34767857123166634,-0.05482250529480415,0.805266994788918
275,Kwaliteitsgerichtheid,Organisatiesensitiviteit,0.28803980647014,0.10852648656224638,0.1795133199078936,0.4212776346391771
276,Kwaliteitsgerichtheid,Overtuigingskracht,0.03209105465535524,0.04019316160328194,-0.0081021069479267,0.9709242158106768
277,Kwaliteitsgerichtheid,Plannen en organiseren,0.8348554150234826,0.8691517548178361,-0.034296339794353536,0.8773989164922538
278,Kwaliteitsgerichtheid,Relatiebeheer,0.43970291727801264,0.51458071292183,-0.07487779564381741,0.7364106603103746
279,Kwaliteitsgerichtheid,Resultaatgerichtheid,0.4634895001544326,0.46120297825128304,0.002286521903149541,0.9917926913305111
280,Kwaliteitsgerichtheid,Samenwerking,0.25556749679164376,0.2791611802754174,-0.023593683483773664,0.9154754892882684
281,Kwaliteitsgerichtheid,Sensitiviteit,0.22449892671542993,0.15675506602034767,0.06774386069508226,0.7606856401807063
282,Kwaliteitsgerichtheid,Sociabiliteit,0.3580213206532336,0.45595146830432326,-0.09793014765108965,0.6599282796506034
283,Kwaliteitsgerichtheid,Stressbestendigheid,0.2730617905901059,0.20308582758759053,0.06997596300251535,0.7530626780416245
284,Kwaliteitsgerichtheid,Voortgangscontrole,0.7445175187170837,0.7860104148813382,-0.041492896164254445,0.8519549274656131
285,Kwaliteitsgerichtheid,Zelfstandigheid,0.02822978641855595,0.07632684600727672,-0.04809705958872078,0.8287447347292993
286,Leerbereidheid,Nauwkeurigheid,0.24124383046792966,0.07715104347189282,0.16409278699603685,0.46195700233333703
287,Leerbereidheid,Onderhandelen,0.4962855789095532,0.374069881618468,0.12221569729108522,0.5831788329143563
288,Leerbereidheid,Ondernemerschap,0.5322607672401342,0.4692772102217377,0.06298355701839647,0.7770227678543955
289,Leerbereidheid,Optreden,0.3270983566550497,0.25378453803021406,0.07331381862483566,0.7417101331980369
290,Leerbereidheid,Organisatiesensitiviteit,0.6081085349668784,0.5645042994008861,0.043604235565992355,0.8445191200632916
291,Leerbereidheid,Overtuigingskracht,0.26422224359351343,0.2696548588820206,-0.005432615288507192,0.9805016709363186
292,Leerbereidheid,Plannen en organiseren,0.504550778425091,0.4315876189314016,0.07296315949368942,0.7429000865489537
293,Leerbereidheid,Relatiebeheer,0.31850738675220663,0.22736007097771002,0.09114731577449661,0.6820959497299186
294,Leerbereidheid,Resultaatgerichtheid,0.6238767479272668,0.5895120586085694,0.034364689318697406,0.8771565963562871
295,Leerbereidheid,Samenwerking,0.4421176488598704,0.43211715507526754,0.010000493784602882,0.9641158534095533
296,Leerbereidheid,Sensitiviteit,0.6108261119472019,0.6370954839001205,-0.026269371952918563,0.9059337234392877
297,Leerbereidheid,Sociabiliteit,0.476511379132437,0.5386775727824674,-0.0621661936500304,0.7798384867934305
298,Leerbereidheid,Stressbestendigheid,0.5493603783742326,0.556952373749598,-0.007591995375365479,0.9727540734508691
299,Leerbereidheid,Voortgangscontrole,0.45083525603584773,0.3739180372403878,0.07691721879545993,0.7295197136108778
300,Leerbereidheid,Zelfstandigheid,-0.07544437620646074,-0.0803320544648694,0.004887678258408662,0.982457171727227
301,Nauwkeurigheid,Onderhandelen,0.4549609869759347,0.36874362389241494,0.08621736308351974,0.6983902461659341
302,Nauwkeurigheid,Ondernemerschap,0.34156130038161747,0.35145887944123144,-0.00989757905961397,0.9644848811034177
303,Nauwkeurigheid,Optreden,0.3009682814294481,0.36533990581479897,-0.06437162438535088,0.7722480255565805
304,Nauwkeurigheid,Organisatiesensitiviteit,0.27499887318649585,0.08520482318417734,0.18979405000231853,0.3954103757330414
305,Nauwkeurigheid,Overtuigingskracht,0.01775129198169192,0.039358300296153836,-0.021607008314461915,0.9225684413129687
306,Nauwkeurigheid,Plannen en organiseren,0.8296121117407068,0.8293754403779744,0.0002366713627324213,0.999150469483556
307,Nauwkeurigheid,Relatiebeheer,0.4369288500040195,0.4555709883072765,-0.018642138303257005,0.9331655359516045
308,Nauwkeurigheid,Resultaatgerichtheid,0.4514371081257061,0.31436586540024863,0.13707124272545745,0.5384621760958255
309,Nauwkeurigheid,Samenwerking,0.2557018721023546,0.2789693257287849,-0.02326745362643029,0.9166397517012812
310,Nauwkeurigheid,Sensitiviteit,0.2041317755488227,0.13182198110188675,0.07230979444693594,0.7451189663020155
311,Nauwkeurigheid,Sociabiliteit,0.35762034447157115,0.45830142237863153,-0.10068107790706038,0.6510239289816933
312,Nauwkeurigheid,Stressbestendigheid,0.2512274514947532,0.16909399051462382,0.08213346098012936,0.7119988463235478
313,Nauwkeurigheid,Voortgangscontrole,0.7843648160688645,0.817940677617366,-0.03357586154850145,0.879953955562782
314,Nauwkeurigheid,Zelfstandigheid,0.0582079078137744,0.10020931197944305,-0.04200140416566865,0.8501627642768048
315,Onderhandelen,Ondernemerschap,0.9190593306180378,0.9216442150565077,-0.0025848844384699365,0.9907217873657297
316,Onderhandelen,Optreden,0.8056792804965507,0.8048098941964696,0.0008693863000810431,0.9968793504514599
317,Onderhandelen,Organisatiesensitiviteit,0.3639635615655608,0.2964792156928772,0.0674843458726836,0.7615735070796568
318,Onderhandelen,Overtuigingskracht,0.7912080353815144,0.8311769435277411,-0.03996890814622667,0.8573307249711544
319,Onderhandelen,Plannen en organiseren,0.7749869229768052,0.7173443310751323,0.05764259190167287,0.7954750736458935
320,Onderhandelen,Relatiebeheer,0.7580407955112943,0.7297672895102745,0.028273506001019855,0.8987959351794543
321,Onderhandelen,Resultaatgerichtheid,0.7743707362525358,0.6796543187420883,0.09471641751044757,0.6703943011371702
322,Onderhandelen,Samenwerking,0.35791694198491547,0.34320899655208725,0.014707945432828218,0.9472458950821552
323,Onderhandelen,Sensitiviteit,0.4652773194151327,0.44107579575557077,0.024201523659561908,0.9133067088642677
324,Onderhandelen,Sociabiliteit,0.6793486887236785,0.6444077314485384,0.03494095727514013,0.8751140265477053
325,Onderhandelen,Stressbestendigheid,0.7011912556828014,0.6700110599790435,0.03118019570375785,0.8884589187133338
326,Onderhandelen,Voortgangscontrole,0.806026110954968,0.7398666372929972,0.06615947366197084,0.7661112950332756
327,Onderhandelen,Zelfstandigheid,0.40902978896785946,0.3611720477926677,0.04785774117519176,0.8295832412180899
328,Ondernemerschap,Optreden,0.8874549157509394,0.8766518198366655,0.010803095914273864,0.9612381936555496
329,Ondernemerschap,Organisatiesensitiviteit,0.37982268521382184,0.35654057699149155,0.02328210822233029,0.916587447777703
330,Ondernemerschap,Overtuigingskracht,0.8132395948791595,0.8307987174011784,-0.017559122522018855,0.9370396461380399
331,Ondernemerschap,Plannen en organiseren,0.7204736690011759,0.7924519872656658,-0.07197831826448986,0.7462455278142297
332,Ondernemerschap,Relatiebeheer,0.8340071254074027,0.8380428160225589,-0.0040356906151561844,0.9855147352702889
333,Ondernemerschap,Resultaatgerichtheid,0.8363123838814857,0.8595492793405166,-0.02323689545903096,0.9167488184903343
334,Ondernemerschap,Samenwerking,0.4412710559613309,0.4255719328229617,0.015699123138369242,0.9436967052033416
335,Ondernemerschap,Sensitiviteit,0.4988293669976424,0.5153332555322687,-0.01650388853462631,0.9408158674388805
336,Ondernemerschap,Sociabiliteit,0.7270264839886378,0.7644822554711672,-0.03745577148252943,0.866210613850555
337,Ondernemerschap,Stressbestendigheid,0.6179189909810473,0.6299639316786481,-0.012044940697600759,0.9567867154182013
338,Ondernemerschap,Voortgangscontrole,0.7797358316274445,0.7595323602589792,0.020203471368465342,0.9275833308138253
339,Ondernemerschap,Zelfstandigheid,0.23256294262506083,0.23435898697316745,-0.0017960443481066235,0.9935531805915094
340,Optreden,Organisatiesensitiviteit,0.4026344152304038,0.43996598265016124,-0.03733156741975746,0.8666499403484822
341,Optreden,Overtuigingskracht,0.8087196366517888,0.8462286122864653,-0.03750897563467648,0.8660224367269209
342,Optreden,Plannen en organiseren,0.626353752539058,0.709251007566073,-0.08289725502701495,0.7094462723200481
343,Optreden,Relatiebeheer,0.8571602535939435,0.8819057923386764,-0.024745538744732842,0.9113662251569918
344,Optreden,Resultaatgerichtheid,0.6787447815881388,0.7000099369134547,-0.02126515532531592,0.9237896081522368
345,Optreden,Samenwerking,0.5477193153969948,0.5795786370660119,-0.03185932166901706,0.8860465219094422
346,Optreden,Sensitiviteit,0.5293395531740499,0.6047575920333222,-0.07541803885927234,0.7345830755143634
347,Optreden,Sociabiliteit,0.781803463883551,0.8357508401664769,-0.053947376282925896,0.808312165906885
348,Optreden,Stressbestendigheid,0.5056056130591482,0.5941435957242102,-0.08853798266506197,0.6907016472168026
349,Optreden,Voortgangscontrole,0.712818030506154,0.7067312318525151,0.006086798653638925,0.978154302661379
350,Optreden,Zelfstandigheid,0.1651000151366209,0.156626980236856,0.008473034899764892,0.9695937329458055
351,Organisatiesensitiviteit,Overtuigingskracht,0.2093577113102129,0.1478013897963968,0.061556321513816126,0.7819413820077641
352,Organisatiesensitiviteit,Plannen en organiseren,0.518140087050265,0.38131498082348597,0.13682510622677907,0.5391882831099786
353,Organisatiesensitiviteit,Relatiebeheer,0.4905374471687138,0.5951652803611238,-0.10462783319241004,0.6383389675538673
354,Organisatiesensitiviteit,Resultaatgerichtheid,0.3224215471256533,0.31938324215192615,0.003038304973727146,0.9890943721463219
355,Organisatiesensitiviteit,Samenwerking,0.846269251612518,0.8374123545880212,0.008856897024496768,0.9682169490599548
356,Organisatiesensitiviteit,Sensitiviteit,0.9313685683516545,0.9239795659518215,0.007389002399832978,0.9734822860481744
357,Organisatiesensitiviteit,Sociabiliteit,0.7618609089056841,0.7981707147042268,-0.036309805798542705,0.8702656605079908
358,Organisatiesensitiviteit,Stressbestendigheid,0.5702325261475524,0.6070249224289223,-0.03679239628136988,0.8685575556747671
359,Organisatiesensitiviteit,Voortgangscontrole,0.47440091259581835,0.3935974219863857,0.08080349060943265,0.716451559171321
360,Organisatiesensitiviteit,Zelfstandigheid,-0.3420296134770156,-0.16029235120359617,-0.18173726227341944,0.4155961444258709
361,Overtuigingskracht,Plannen en organiseren,0.40563265994304176,0.3598306390565553,0.04580202088648644,0.8367941325967294
362,Overtuigingskracht,Relatiebeheer,0.5785373436601882,0.49288076787048063,0.08565657578970753,0.7002530990498861
363,Overtuigingskracht,Resultaatgerichtheid,0.49662500430160644,0.439563245421138,0.05706175888046844,0.7974891679804843
364,Overtuigingskracht,Samenwerking,0.3241382580516575,0.12456122237186817,0.19957703567978935,0.37174301118176034
365,Overtuigingskracht,Sensitiviteit,0.4064877504189048,0.35651418748700414,0.04997356293190064,0.8221770785350095
366,Overtuigingskracht,Sociabiliteit,0.5984848518532956,0.6696120388509437,-0.07112718699764808,0.7491407760563895
367,Overtuigingskracht,Stressbestendigheid,0.6069169982397802,0.6657045030833184,-0.05878750484353823,0.7915091336163393
368,Overtuigingskracht,Voortgangscontrole,0.5119092531043091,0.46992498535501714,0.04198426774929198,0.850223146071325
369,Overtuigingskracht,Zelfstandigheid,0.39202014619725034,0.4230264812464698,-0.031006335049219458,0.88907668149304
370,Plannen en organiseren,Relatiebeheer,0.7084899754715369,0.7032282952471245,0.005261680224412424,0.981115057086317
371,Plannen en organiseren,Resultaatgerichtheid,0.7197412767613027,0.7904800966883588,-0.0707388199270561,0.7504630881006547
372,Plannen en organiseren,Samenwerking,0.468007586741372,0.39467168165259386,0.07333590508877813,0.7416352047498784
373,Plannen en organiseren,Sensitiviteit,0.50483699472766,0.3763311483540383,0.12850584637362167,0.5640262031368284
374,Plannen en organiseren,Sociabiliteit,0.6706228183498166,0.7066168356719322,-0.0359940173221156,0.8713837189613578
375,Plannen en organiseren,Stressbestendigheid,0.4942863064166113,0.3765781762838738,0.11770813013273751,0.597094812850206
376,Plannen en organiseren,Voortgangscontrole,0.9468842996671967,0.9391891953859454,0.007695104281251308,0.9723841917952276
377,Plannen en organiseren,Zelfstandigheid,0.09674481555343228,0.2080620318365338,-0.11131721628310151,0.6170897721510884
378,Relatiebeheer,Resultaatgerichtheid,0.6524304820553192,0.6933299668952853,-0.04089948483996608,0.854047324097335
379,Relatiebeheer,Samenwerking,0.5935529185327001,0.5946123329527421,-0.001059414420041982,0.9961972521478721
380,Relatiebeheer,Sensitiviteit,0.5697658106851363,0.6410032067968472,-0.07123739611171087,0.7487656754293974
381,Relatiebeheer,Sociabiliteit,0.8135400929887449,0.8389253408558268,-0.02538524786708196,0.9090851072351636
382,Relatiebeheer,Stressbestendigheid,0.4321404955713546,0.42419908807285167,0.007941407498502917,0.9715006555963679
383,Relatiebeheer,Voortgangscontrole,0.7276719976378845,0.7667537999040634,-0.03908180226617897,0.8604631359306403
384,Relatiebeheer,Zelfstandigheid,-0.09791999699372966,-0.2223678619161666,0.12444786492243692,0.5763462005457223
385,Resultaatgerichtheid,Samenwerking,0.29356442817708295,0.27496578439947883,0.018598643777604118,0.9333210913542449
386,Resultaatgerichtheid,Sensitiviteit,0.3476935682075888,0.3547402818453029,-0.007046713637714086,0.9747102570127637
387,Resultaatgerichtheid,Sociabiliteit,0.5314893718973343,0.5808553496507389,-0.04936597775340468,0.824302200290826
388,Resultaatgerichtheid,Stressbestendigheid,0.4069776952896637,0.30142700296719105,0.10555069232247266,0.635388490150675
389,Resultaatgerichtheid,Voortgangscontrole,0.7213508513394401,0.7271045701394985,-0.005753718800058372,0.9793494505766995
390,Resultaatgerichtheid,Zelfstandigheid,0.11665335417889815,0.017766908164586388,0.09888644601431176,0.6568271214520971
391,Samenwerking,Sensitiviteit,0.8927331316423117,0.8839057616934853,0.00882736994882638,0.9683228492753435
392,Samenwerking,Sociabiliteit,0.868302066448534,0.8994120131608658,-0.031109946712331804,0.8887085194238971
393,Samenwerking,Stressbestendigheid,0.6212247183833263,0.6386705411609266,-0.017445822777600317,0.937445027490488
394,Samenwerking,Voortgangscontrole,0.47404452789855783,0.409744604365631,0.06429992353292685,0.7724944481461564
395,Samenwerking,Zelfstandigheid,-0.35391848224839784,-0.3952518375577037,0.041333355309305875,0.8525173704055196
396,Sensitiviteit,Sociabiliteit,0.8887711959897246,0.9144809684511269,-0.02570977246140227,0.9079281919693698
397,Sensitiviteit,Stressbestendigheid,0.6704687122153996,0.7000881839078145,-0.029619471692414856,0.8940069670059829
398,Sensitiviteit,Voortgangscontrole,0.4854615103512153,0.42383909022559446,0.06162242012562086,0.781713387573391
399,Sensitiviteit,Zelfstandigheid,-0.26946043030775507,-0.08321481423763143,-0.18624561607012363,0.40422385795666305
400,Sociabiliteit,Stressbestendigheid,0.6635448660338896,0.7200824711930494,-0.05653760515915973,0.7993079249059241
401,Sociabiliteit,Voortgangscontrole,0.6992358836800554,0.7505078272453874,-0.051271943565332045,0.8176403540302721
402,Sociabiliteit,Zelfstandigheid,-0.1081814292772714,-0.12111191684179087,0.012930487564519477,0.953613258127471
403,Stressbestendigheid,Voortgangscontrole,0.5225825250325732,0.4633231333606975,0.05925939167187566,0.7898761569352337
404,Stressbestendigheid,Zelfstandigheid,0.31358630098956963,0.3231614917200953,-0.009575190730525651,0.9656409396501107
405,Voortgangscontrole,Zelfstandigheid,0.213411975658202,0.2794491100881663,-0.06603713442996431,0.7665307396923948
