Correlation,Subcompetentie 1,Subcompetentie 2,Hoofdcompetentie 1,Hoofdcompetentie 2
0.9697763025441909,Klantoriëntatie,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen
0.7501845313433197,Klantoriëntatie,Stressbestendigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.7236119232112148,Klantoriëntatie,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen
-0.04918102027585827,Klantoriëntatie,Zelfstandigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.2660706988998633,Kwaliteitsgerichtheid,Leerbereidheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.9816716720829789,Kwaliteitsgerichtheid,Nauwkeurigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.48056861092237896,Kwaliteitsgerichtheid,Onderhandelen,Organisatiegerichtheid,Beïnvloedend vermogen
0.3402352880996844,Kwaliteitsgerichtheid,Ondernemerschap,Organisatiegerichtheid,Organisatiegerichtheid
0.2928560659368622,Kwaliteitsgerichtheid,Optreden,Organisatiegerichtheid,Relationeel vermogen
0.28803980647014,Kwaliteitsgerichtheid,Organisatiesensitiviteit,Organisatiegerichtheid,Organisatiegerichtheid
0.03209105465535524,Kwaliteitsgerichtheid,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen
0.8348554150234826,Kwaliteitsgerichtheid,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen
0.43970291727801264,Kwaliteitsgerichtheid,Relatiebeheer,Organisatiegerichtheid,Relationeel vermogen
0.4634895001544326,Kwaliteitsgerichtheid,Resultaatgerichtheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.25556749679164376,Kwaliteitsgerichtheid,Samenwerking,Organisatiegerichtheid,Relationeel vermogen
0.22449892671542993,Kwaliteitsgerichtheid,Sensitiviteit,Organisatiegerichtheid,Relationeel vermogen
0.3580213206532336,Kwaliteitsgerichtheid,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen
0.2730617905901059,Kwaliteitsgerichtheid,Stressbestendigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.7445175187170837,Kwaliteitsgerichtheid,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen
0.02822978641855595,Kwaliteitsgerichtheid,Zelfstandigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.24124383046792966,Leerbereidheid,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.4962855789095532,Leerbereidheid,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen
0.5322607672401342,Leerbereidheid,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid
0.3270983566550497,Leerbereidheid,Optreden,Persoonlijke gerichtheid,Relationeel vermogen
0.6081085349668784,Leerbereidheid,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid
0.26422224359351343,Leerbereidheid,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen
0.504550778425091,Leerbereidheid,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen
0.31850738675220663,Leerbereidheid,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen
0.6238767479272668,Leerbereidheid,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.4421176488598704,Leerbereidheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen
0.6108261119472019,Leerbereidheid,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen
0.476511379132437,Leerbereidheid,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen
0.5493603783742326,Leerbereidheid,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.45083525603584773,Leerbereidheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen
-0.07544437620646074,Leerbereidheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.4549609869759347,Nauwkeurigheid,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen
0.34156130038161747,Nauwkeurigheid,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid
0.3009682814294481,Nauwkeurigheid,Optreden,Persoonlijke gerichtheid,Relationeel vermogen
0.27499887318649585,Nauwkeurigheid,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid
0.01775129198169192,Nauwkeurigheid,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen
0.8296121117407068,Nauwkeurigheid,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen
0.4369288500040195,Nauwkeurigheid,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen
0.4514371081257061,Nauwkeurigheid,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.2557018721023546,Nauwkeurigheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen
0.2041317755488227,Nauwkeurigheid,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen
0.35762034447157115,Nauwkeurigheid,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen
0.2512274514947532,Nauwkeurigheid,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.7843648160688645,Nauwkeurigheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen
0.0582079078137744,Nauwkeurigheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.9190593306180378,Onderhandelen,Ondernemerschap,Beïnvloedend vermogen,Organisatiegerichtheid
0.8056792804965507,Onderhandelen,Optreden,Beïnvloedend vermogen,Relationeel vermogen
0.3639635615655608,Onderhandelen,Organisatiesensitiviteit,Beïnvloedend vermogen,Organisatiegerichtheid
0.7912080353815144,Onderhandelen,Overtuigingskracht,Beïnvloedend vermogen,Beïnvloedend vermogen
0.7749869229768052,Onderhandelen,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen
0.7580407955112943,Onderhandelen,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen
0.7743707362525358,Onderhandelen,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.35791694198491547,Onderhandelen,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen
0.4652773194151327,Onderhandelen,Sensitiviteit,Beïnvloedend vermogen,Relationeel vermogen
0.6793486887236785,Onderhandelen,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen
0.7011912556828014,Onderhandelen,Stressbestendigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.806026110954968,Onderhandelen,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen
0.40902978896785946,Onderhandelen,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.8874549157509394,Ondernemerschap,Optreden,Organisatiegerichtheid,Relationeel vermogen
0.37982268521382184,Ondernemerschap,Organisatiesensitiviteit,Organisatiegerichtheid,Organisatiegerichtheid
0.8132395948791595,Ondernemerschap,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen
0.7204736690011759,Ondernemerschap,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen
0.8340071254074027,Ondernemerschap,Relatiebeheer,Organisatiegerichtheid,Relationeel vermogen
0.8363123838814857,Ondernemerschap,Resultaatgerichtheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.4412710559613309,Ondernemerschap,Samenwerking,Organisatiegerichtheid,Relationeel vermogen
0.4988293669976424,Ondernemerschap,Sensitiviteit,Organisatiegerichtheid,Relationeel vermogen
0.7270264839886378,Ondernemerschap,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen
0.6179189909810473,Ondernemerschap,Stressbestendigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.7797358316274445,Ondernemerschap,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen
0.23256294262506083,Ondernemerschap,Zelfstandigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.4026344152304038,Optreden,Organisatiesensitiviteit,Relationeel vermogen,Organisatiegerichtheid
0.8087196366517888,Optreden,Overtuigingskracht,Relationeel vermogen,Beïnvloedend vermogen
0.626353752539058,Optreden,Plannen en organiseren,Relationeel vermogen,Organisatie vermogen
0.8571602535939435,Optreden,Relatiebeheer,Relationeel vermogen,Relationeel vermogen
0.6787447815881388,Optreden,Resultaatgerichtheid,Relationeel vermogen,Persoonlijke gerichtheid
0.5477193153969948,Optreden,Samenwerking,Relationeel vermogen,Relationeel vermogen
0.5293395531740499,Optreden,Sensitiviteit,Relationeel vermogen,Relationeel vermogen
0.781803463883551,Optreden,Sociabiliteit,Relationeel vermogen,Relationeel vermogen
0.5056056130591482,Optreden,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.712818030506154,Optreden,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen
0.1651000151366209,Optreden,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.2093577113102129,Organisatiesensitiviteit,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen
0.518140087050265,Organisatiesensitiviteit,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen
0.4905374471687138,Organisatiesensitiviteit,Relatiebeheer,Organisatiegerichtheid,Relationeel vermogen
0.3224215471256533,Organisatiesensitiviteit,Resultaatgerichtheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.846269251612518,Organisatiesensitiviteit,Samenwerking,Organisatiegerichtheid,Relationeel vermogen
0.9313685683516545,Organisatiesensitiviteit,Sensitiviteit,Organisatiegerichtheid,Relationeel vermogen
0.7618609089056841,Organisatiesensitiviteit,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen
0.5702325261475524,Organisatiesensitiviteit,Stressbestendigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.47440091259581835,Organisatiesensitiviteit,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen
-0.3420296134770156,Organisatiesensitiviteit,Zelfstandigheid,Organisatiegerichtheid,Persoonlijke gerichtheid
0.40563265994304176,Overtuigingskracht,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen
0.5785373436601882,Overtuigingskracht,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen
0.49662500430160644,Overtuigingskracht,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.3241382580516575,Overtuigingskracht,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen
0.4064877504189048,Overtuigingskracht,Sensitiviteit,Beïnvloedend vermogen,Relationeel vermogen
0.5984848518532956,Overtuigingskracht,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen
0.6069169982397802,Overtuigingskracht,Stressbestendigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.5119092531043091,Overtuigingskracht,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen
0.39202014619725034,Overtuigingskracht,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid
0.7084899754715369,Plannen en organiseren,Relatiebeheer,Organisatie vermogen,Relationeel vermogen
0.7197412767613027,Plannen en organiseren,Resultaatgerichtheid,Organisatie vermogen,Persoonlijke gerichtheid
0.468007586741372,Plannen en organiseren,Samenwerking,Organisatie vermogen,Relationeel vermogen
0.50483699472766,Plannen en organiseren,Sensitiviteit,Organisatie vermogen,Relationeel vermogen
0.6706228183498166,Plannen en organiseren,Sociabiliteit,Organisatie vermogen,Relationeel vermogen
0.4942863064166113,Plannen en organiseren,Stressbestendigheid,Organisatie vermogen,Persoonlijke gerichtheid
0.9468842996671967,Plannen en organiseren,Voortgangscontrole,Organisatie vermogen,Organisatie vermogen
0.09674481555343228,Plannen en organiseren,Zelfstandigheid,Organisatie vermogen,Persoonlijke gerichtheid
0.6524304820553192,Relatiebeheer,Resultaatgerichtheid,Relationeel vermogen,Persoonlijke gerichtheid
0.5935529185327001,Relatiebeheer,Samenwerking,Relationeel vermogen,Relationeel vermogen
0.5697658106851363,Relatiebeheer,Sensitiviteit,Relationeel vermogen,Relationeel vermogen
0.8135400929887449,Relatiebeheer,Sociabiliteit,Relationeel vermogen,Relationeel vermogen
0.4321404955713546,Relatiebeheer,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.7276719976378845,Relatiebeheer,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen
-0.09791999699372966,Relatiebeheer,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.29356442817708295,Resultaatgerichtheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen
0.3476935682075888,Resultaatgerichtheid,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen
0.5314893718973343,Resultaatgerichtheid,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen
0.4069776952896637,Resultaatgerichtheid,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.7213508513394401,Resultaatgerichtheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen
0.11665335417889815,Resultaatgerichtheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.8927331316423117,Samenwerking,Sensitiviteit,Relationeel vermogen,Relationeel vermogen
0.868302066448534,Samenwerking,Sociabiliteit,Relationeel vermogen,Relationeel vermogen
0.6212247183833263,Samenwerking,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.47404452789855783,Samenwerking,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen
-0.35391848224839784,Samenwerking,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.8887711959897246,Sensitiviteit,Sociabiliteit,Relationeel vermogen,Relationeel vermogen
0.6704687122153996,Sensitiviteit,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.4854615103512153,Sensitiviteit,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen
-0.26946043030775507,Sensitiviteit,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.6635448660338896,Sociabiliteit,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.6992358836800554,Sociabiliteit,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen
-0.1081814292772714,Sociabiliteit,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid
0.5225825250325732,Stressbestendigheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen
0.31358630098956963,Stressbestendigheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid
0.213411975658202,Voortgangscontrole,Zelfstandigheid,Organisatie vermogen,Persoonlijke gerichtheid
