Correlation,Subkenmerk 1,Subkenmerk 2,Hoofdkenmerk 1,Hoofdkenmerk 2,Richting
0.3005113041957458,Competitie,Hartelijkheid,Invloed,Sociabiliteit,Analist
0.12215999065981037,Competitie,Incasseringsvermogen,Invloed,Stabiliteit,Analist
0.5317409351003541,Competitie,Nauwkeurigheid,Invloed,Structuur,Analist
0.10870421459483097,Competitie,Onafhankelijkheid,Invloed,Gedrevenheid,Analist
0.2634932655208395,Competitie,Ordelijkheid,Invloed,Structuur,Analist
0.18105170609447532,Competitie,Originaliteit,Invloed,Gedrevenheid,Analist
0.37786230183776776,Competitie,Positivisme,Invloed,Stabiliteit,Analist
0.020676697573831376,Competitie,Regelmaat,Invloed,Structuur,Analist
0.2098443532134659,Competitie,Sociaal Ontspannen,Invloed,Sociabiliteit,Analist
0.473600416180898,Competitie,Status,Invloed,Invloed,Analist
0.2397010395377224,Competitie,Variatiebehoefte,Invloed,Gedrevenheid,Analist
0.01243411828254983,Competitie,Vertrouwen,Invloed,Sociabiliteit,Analist
0.3581715745056701,Competitie,Volharding,Invloed,Gedrevenheid,Analist
0.20699797177276844,Competitie,Weloverwogen,Invloed,Structuur,Analist
-0.27459810441807064,Competitie,Zelfonthulling,Invloed,Sociabiliteit,Analist
0.3755338080994054,Competitie,Zelfontwikkeling,Invloed,Gedrevenheid,Analist
0.24370871833797697,Competitie,Zelfvertoon,Invloed,Invloed,Analist
0.08827348295047495,Competitie,Zelfvertrouwen,Invloed,Stabiliteit,Analist
-0.03861723528904683,Competitie,Zorgzaamheid,Invloed,Sociabiliteit,Analist
0.25526017736752343,Conformisme,Contactbehoefte,Structuur,Sociabiliteit,Analist
0.009542436537103651,Conformisme,Dominantie,Structuur,Invloed,Analist
0.35138306687257714,Conformisme,Energie,Structuur,Gedrevenheid,Analist
0.6381985263777971,Conformisme,Frustratietolerantie,Structuur,Stabiliteit,Analist
0.5054854169870202,Conformisme,Hartelijkheid,Structuur,Sociabiliteit,Analist
0.5106444934249632,Conformisme,Incasseringsvermogen,Structuur,Stabiliteit,Analist
0.39459106182660275,Conformisme,Nauwkeurigheid,Structuur,Structuur,Analist
-0.6694354011188038,Conformisme,Onafhankelijkheid,Structuur,Gedrevenheid,Analist
0.3417004325827861,Conformisme,Ordelijkheid,Structuur,Structuur,Analist
0.027649308648522008,Conformisme,Originaliteit,Structuur,Gedrevenheid,Analist
0.7116979094247682,Conformisme,Positivisme,Structuur,Stabiliteit,Analist
-0.19364420497193438,Conformisme,Regelmaat,Structuur,Structuur,Analist
0.11115089014901679,Conformisme,Sociaal Ontspannen,Structuur,Sociabiliteit,Analist
0.218419353799703,Conformisme,Status,Structuur,Invloed,Analist
0.3801058731119256,Conformisme,Variatiebehoefte,Structuur,Gedrevenheid,Analist
0.514683767769058,Conformisme,Vertrouwen,Structuur,Sociabiliteit,Analist
0.5979615332506438,Conformisme,Volharding,Structuur,Gedrevenheid,Analist
0.29977384708873084,Conformisme,Weloverwogen,Structuur,Structuur,Analist
0.243017185771006,Conformisme,Zelfonthulling,Structuur,Sociabiliteit,Analist
0.5810743123847892,Conformisme,Zelfontwikkeling,Structuur,Gedrevenheid,Analist
-0.07233393492970545,Conformisme,Zelfvertoon,Structuur,Invloed,Analist
0.2656948697685335,Conformisme,Zelfvertrouwen,Structuur,Stabiliteit,Analist
0.3320390533674711,Conformisme,Zorgzaamheid,Structuur,Sociabiliteit,Analist
0.4558823529411764,Contactbehoefte,Dominantie,Sociabiliteit,Invloed,Analist
0.6984173839695067,Contactbehoefte,Energie,Sociabiliteit,Gedrevenheid,Analist
0.36509825132802176,Contactbehoefte,Frustratietolerantie,Sociabiliteit,Stabiliteit,Analist
0.7500162314825856,Contactbehoefte,Hartelijkheid,Sociabiliteit,Sociabiliteit,Analist
0.3102358467576124,Contactbehoefte,Incasseringsvermogen,Sociabiliteit,Stabiliteit,Analist
0.1189310267901664,Contactbehoefte,Nauwkeurigheid,Sociabiliteit,Structuur,Analist
-0.2962925499493186,Contactbehoefte,Onafhankelijkheid,Sociabiliteit,Gedrevenheid,Analist
0.37331434582924444,Contactbehoefte,Ordelijkheid,Sociabiliteit,Structuur,Analist
-0.003963762451287461,Contactbehoefte,Originaliteit,Sociabiliteit,Gedrevenheid,Analist
0.4770494636469699,Contactbehoefte,Positivisme,Sociabiliteit,Stabiliteit,Analist
-0.3829627528325664,Contactbehoefte,Regelmaat,Sociabiliteit,Structuur,Analist
0.6969935537404635,Contactbehoefte,Sociaal Ontspannen,Sociabiliteit,Sociabiliteit,Analist
0.4565855031244517,Contactbehoefte,Status,Sociabiliteit,Invloed,Analist
0.6271086921281467,Contactbehoefte,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Analist
0.39199676604002015,Contactbehoefte,Vertrouwen,Sociabiliteit,Sociabiliteit,Analist
0.5130114748339736,Contactbehoefte,Volharding,Sociabiliteit,Gedrevenheid,Analist
0.17883194523074067,Contactbehoefte,Weloverwogen,Sociabiliteit,Structuur,Analist
0.3685967972443574,Contactbehoefte,Zelfonthulling,Sociabiliteit,Sociabiliteit,Analist
0.3195195771482484,Contactbehoefte,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Analist
0.5316456139417773,Contactbehoefte,Zelfvertoon,Sociabiliteit,Invloed,Analist
0.36235689728278025,Contactbehoefte,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Analist
0.5288268409394594,Contactbehoefte,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Analist
0.48107770853843645,Dominantie,Energie,Invloed,Gedrevenheid,Analist
0.24588249579234117,Dominantie,Frustratietolerantie,Invloed,Stabiliteit,Analist
0.4761616206451941,Dominantie,Hartelijkheid,Invloed,Sociabiliteit,Analist
0.5669827544190846,Dominantie,Incasseringsvermogen,Invloed,Stabiliteit,Analist
0.025485220026464223,Dominantie,Nauwkeurigheid,Invloed,Structuur,Analist
0.26416444212348894,Dominantie,Onafhankelijkheid,Invloed,Gedrevenheid,Analist
0.06675157177079202,Dominantie,Ordelijkheid,Invloed,Structuur,Analist
0.24971703443110943,Dominantie,Originaliteit,Invloed,Gedrevenheid,Analist
0.2785086464066125,Dominantie,Positivisme,Invloed,Stabiliteit,Analist
-0.277036885027814,Dominantie,Regelmaat,Invloed,Structuur,Analist
0.5965792282015832,Dominantie,Sociaal Ontspannen,Invloed,Sociabiliteit,Analist
0.3965961669475163,Dominantie,Status,Invloed,Invloed,Analist
0.45393223321409776,Dominantie,Variatiebehoefte,Invloed,Gedrevenheid,Analist
0.09799919151000505,Dominantie,Vertrouwen,Invloed,Sociabiliteit,Analist
0.3202928784677717,Dominantie,Volharding,Invloed,Gedrevenheid,Analist
0.07529766114978555,Dominantie,Weloverwogen,Invloed,Structuur,Analist
0.16231785566723989,Dominantie,Zelfonthulling,Invloed,Sociabiliteit,Analist
0.06726727939963126,Dominantie,Zelfontwikkeling,Invloed,Gedrevenheid,Analist
0.7717436331412896,Dominantie,Zelfvertoon,Invloed,Invloed,Analist
0.6522424151090045,Dominantie,Zelfvertrouwen,Invloed,Stabiliteit,Analist
0.23968410776392765,Dominantie,Zorgzaamheid,Invloed,Sociabiliteit,Analist
0.6442157937421678,Energie,Frustratietolerantie,Gedrevenheid,Stabiliteit,Analist
0.8537932431748061,Energie,Hartelijkheid,Gedrevenheid,Sociabiliteit,Analist
0.5156133204223831,Energie,Incasseringsvermogen,Gedrevenheid,Stabiliteit,Analist
0.46411002647743116,Energie,Nauwkeurigheid,Gedrevenheid,Structuur,Analist
-0.12330023218854338,Energie,Onafhankelijkheid,Gedrevenheid,Gedrevenheid,Analist
0.671643709695646,Energie,Ordelijkheid,Gedrevenheid,Structuur,Analist
0.2626264330450331,Energie,Originaliteit,Gedrevenheid,Gedrevenheid,Analist
0.6355719106076646,Energie,Positivisme,Gedrevenheid,Stabiliteit,Analist
-0.32067488273770833,Energie,Regelmaat,Gedrevenheid,Structuur,Analist
0.7974348654820818,Energie,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Analist
0.3995734918108546,Energie,Status,Gedrevenheid,Invloed,Analist
0.7511732280167166,Energie,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Analist
0.22782870872446953,Energie,Vertrouwen,Gedrevenheid,Sociabiliteit,Analist
0.774816877291387,Energie,Volharding,Gedrevenheid,Gedrevenheid,Analist
0.3787586639991141,Energie,Weloverwogen,Gedrevenheid,Structuur,Analist
0.1257856209144223,Energie,Zelfonthulling,Gedrevenheid,Sociabiliteit,Analist
0.6255324015999244,Energie,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Analist
0.47559242946233016,Energie,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.5271067269198234,Energie,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
0.526893281116408,Energie,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
0.6095968800811895,Frustratietolerantie,Hartelijkheid,Stabiliteit,Sociabiliteit,Analist
0.6558460929332065,Frustratietolerantie,Incasseringsvermogen,Stabiliteit,Stabiliteit,Analist
0.4825456167681885,Frustratietolerantie,Nauwkeurigheid,Stabiliteit,Structuur,Analist
-0.13926947868722292,Frustratietolerantie,Onafhankelijkheid,Stabiliteit,Gedrevenheid,Analist
0.46013011415025495,Frustratietolerantie,Ordelijkheid,Stabiliteit,Structuur,Analist
0.480654922451795,Frustratietolerantie,Originaliteit,Stabiliteit,Gedrevenheid,Analist
0.6478071984383648,Frustratietolerantie,Positivisme,Stabiliteit,Stabiliteit,Analist
-0.2704098852712089,Frustratietolerantie,Regelmaat,Stabiliteit,Structuur,Analist
0.43993313595033506,Frustratietolerantie,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Analist
0.26961148925252704,Frustratietolerantie,Status,Stabiliteit,Invloed,Analist
0.6616160894337836,Frustratietolerantie,Variatiebehoefte,Stabiliteit,Gedrevenheid,Analist
0.23585152459085038,Frustratietolerantie,Vertrouwen,Stabiliteit,Sociabiliteit,Analist
0.5537752480256042,Frustratietolerantie,Volharding,Stabiliteit,Gedrevenheid,Analist
0.6167718672126742,Frustratietolerantie,Weloverwogen,Stabiliteit,Structuur,Analist
0.19589371850964998,Frustratietolerantie,Zelfonthulling,Stabiliteit,Sociabiliteit,Analist
0.6617609309146921,Frustratietolerantie,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Analist
0.09847835588179367,Frustratietolerantie,Zelfvertoon,Stabiliteit,Invloed,Analist
0.48468886739673706,Frustratietolerantie,Zelfvertrouwen,Stabiliteit,Stabiliteit,Analist
0.39387688535773335,Frustratietolerantie,Zorgzaamheid,Stabiliteit,Sociabiliteit,Analist
0.6007870417299755,Hartelijkheid,Incasseringsvermogen,Sociabiliteit,Stabiliteit,Analist
0.3743502149622251,Hartelijkheid,Nauwkeurigheid,Sociabiliteit,Structuur,Analist
-0.30962724869678027,Hartelijkheid,Onafhankelijkheid,Sociabiliteit,Gedrevenheid,Analist
0.5450032457946525,Hartelijkheid,Ordelijkheid,Sociabiliteit,Structuur,Analist
0.06716375742825073,Hartelijkheid,Originaliteit,Sociabiliteit,Gedrevenheid,Analist
0.7688724852715801,Hartelijkheid,Positivisme,Sociabiliteit,Stabiliteit,Analist
-0.30825577099044793,Hartelijkheid,Regelmaat,Sociabiliteit,Structuur,Analist
0.8046532593468381,Hartelijkheid,Sociaal Ontspannen,Sociabiliteit,Sociabiliteit,Analist
0.3371513124441954,Hartelijkheid,Status,Sociabiliteit,Invloed,Analist
0.5947113949550916,Hartelijkheid,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Analist
0.4171906197951161,Hartelijkheid,Vertrouwen,Sociabiliteit,Sociabiliteit,Analist
0.6971824677535843,Hartelijkheid,Volharding,Sociabiliteit,Gedrevenheid,Analist
0.20948807612951229,Hartelijkheid,Weloverwogen,Sociabiliteit,Structuur,Analist
0.3835109307846252,Hartelijkheid,Zelfonthulling,Sociabiliteit,Sociabiliteit,Analist
0.5106559988480012,Hartelijkheid,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Analist
0.6128386345955843,Hartelijkheid,Zelfvertoon,Sociabiliteit,Invloed,Analist
0.5495547350462293,Hartelijkheid,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Analist
0.6165691733270567,Hartelijkheid,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Analist
0.28426792336121803,Incasseringsvermogen,Nauwkeurigheid,Stabiliteit,Structuur,Analist
-0.1252976279886324,Incasseringsvermogen,Onafhankelijkheid,Stabiliteit,Gedrevenheid,Analist
0.18254362344406458,Incasseringsvermogen,Ordelijkheid,Stabiliteit,Structuur,Analist
0.38133458259957836,Incasseringsvermogen,Originaliteit,Stabiliteit,Gedrevenheid,Analist
0.563170589102481,Incasseringsvermogen,Positivisme,Stabiliteit,Stabiliteit,Analist
-0.2437628292119802,Incasseringsvermogen,Regelmaat,Stabiliteit,Structuur,Analist
0.5349571520156633,Incasseringsvermogen,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Analist
0.38608584959705294,Incasseringsvermogen,Status,Stabiliteit,Invloed,Analist
0.5387431516616302,Incasseringsvermogen,Variatiebehoefte,Stabiliteit,Gedrevenheid,Analist
0.20495722593845037,Incasseringsvermogen,Vertrouwen,Stabiliteit,Sociabiliteit,Analist
0.5425076526934673,Incasseringsvermogen,Volharding,Stabiliteit,Gedrevenheid,Analist
0.38057388180323126,Incasseringsvermogen,Weloverwogen,Stabiliteit,Structuur,Analist
0.17158217306972068,Incasseringsvermogen,Zelfonthulling,Stabiliteit,Sociabiliteit,Analist
0.5627358662756942,Incasseringsvermogen,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Analist
0.4272912601629867,Incasseringsvermogen,Zelfvertoon,Stabiliteit,Invloed,Analist
0.7222540530701156,Incasseringsvermogen,Zelfvertrouwen,Stabiliteit,Stabiliteit,Analist
0.28644545252665604,Incasseringsvermogen,Zorgzaamheid,Stabiliteit,Sociabiliteit,Analist
0.04742927877293597,Nauwkeurigheid,Onafhankelijkheid,Structuur,Gedrevenheid,Analist
0.5841132872411456,Nauwkeurigheid,Ordelijkheid,Structuur,Structuur,Analist
0.16638681311240192,Nauwkeurigheid,Originaliteit,Structuur,Gedrevenheid,Analist
0.39345068652458187,Nauwkeurigheid,Positivisme,Structuur,Stabiliteit,Analist
-0.01412069194076018,Nauwkeurigheid,Regelmaat,Structuur,Structuur,Analist
0.14615196962289204,Nauwkeurigheid,Sociaal Ontspannen,Structuur,Sociabiliteit,Analist
0.21113111426069336,Nauwkeurigheid,Status,Structuur,Invloed,Analist
0.22382234233089057,Nauwkeurigheid,Variatiebehoefte,Structuur,Gedrevenheid,Analist
-0.08491605257363483,Nauwkeurigheid,Vertrouwen,Structuur,Sociabiliteit,Analist
0.6313744455549857,Nauwkeurigheid,Volharding,Structuur,Gedrevenheid,Analist
0.6427863764906155,Nauwkeurigheid,Weloverwogen,Structuur,Structuur,Analist
-0.03711544788574502,Nauwkeurigheid,Zelfonthulling,Structuur,Sociabiliteit,Analist
0.4792480758733795,Nauwkeurigheid,Zelfontwikkeling,Structuur,Gedrevenheid,Analist
-0.0033022909334191586,Nauwkeurigheid,Zelfvertoon,Structuur,Invloed,Analist
0.301422085134903,Nauwkeurigheid,Zelfvertrouwen,Structuur,Stabiliteit,Analist
0.28424000750826217,Nauwkeurigheid,Zorgzaamheid,Structuur,Sociabiliteit,Analist
-0.07081598355495658,Onafhankelijkheid,Ordelijkheid,Gedrevenheid,Structuur,Analist
0.32521897110140974,Onafhankelijkheid,Originaliteit,Gedrevenheid,Gedrevenheid,Analist
-0.3976081755438888,Onafhankelijkheid,Positivisme,Gedrevenheid,Stabiliteit,Analist
0.23438433406618084,Onafhankelijkheid,Regelmaat,Gedrevenheid,Structuur,Analist
-0.02724281034900055,Onafhankelijkheid,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Analist
-0.1707008007342934,Onafhankelijkheid,Status,Gedrevenheid,Invloed,Analist
-0.1350306419486122,Onafhankelijkheid,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Analist
-0.5530915226046949,Onafhankelijkheid,Vertrouwen,Gedrevenheid,Sociabiliteit,Analist
-0.3274712788655157,Onafhankelijkheid,Volharding,Gedrevenheid,Gedrevenheid,Analist
0.07539750789945494,Onafhankelijkheid,Weloverwogen,Gedrevenheid,Structuur,Analist
-0.27663460874468576,Onafhankelijkheid,Zelfonthulling,Gedrevenheid,Sociabiliteit,Analist
-0.41638549816516873,Onafhankelijkheid,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Analist
0.09991330730923521,Onafhankelijkheid,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.06333161758229845,Onafhankelijkheid,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
-0.33893491216519034,Onafhankelijkheid,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
0.03598388282992993,Ordelijkheid,Originaliteit,Structuur,Gedrevenheid,Analist
0.3467572511341899,Ordelijkheid,Positivisme,Structuur,Stabiliteit,Analist
-0.10547658211740675,Ordelijkheid,Regelmaat,Structuur,Structuur,Analist
0.44486825155479465,Ordelijkheid,Sociaal Ontspannen,Structuur,Sociabiliteit,Analist
0.25885119335306656,Ordelijkheid,Status,Structuur,Invloed,Analist
0.332600509518283,Ordelijkheid,Variatiebehoefte,Structuur,Gedrevenheid,Analist
-0.22241440222902972,Ordelijkheid,Vertrouwen,Structuur,Sociabiliteit,Analist
0.6612113586228823,Ordelijkheid,Volharding,Structuur,Gedrevenheid,Analist
0.5495973230552988,Ordelijkheid,Weloverwogen,Structuur,Structuur,Analist
-0.026151074376363336,Ordelijkheid,Zelfonthulling,Structuur,Sociabiliteit,Analist
0.3505679441939712,Ordelijkheid,Zelfontwikkeling,Structuur,Gedrevenheid,Analist
0.09226078907278272,Ordelijkheid,Zelfvertoon,Structuur,Invloed,Analist
0.2777845069049959,Ordelijkheid,Zelfvertrouwen,Structuur,Stabiliteit,Analist
0.42469134844067913,Ordelijkheid,Zorgzaamheid,Structuur,Sociabiliteit,Analist
-0.03195967073482554,Originaliteit,Positivisme,Gedrevenheid,Stabiliteit,Analist
-0.1218900326769325,Originaliteit,Regelmaat,Gedrevenheid,Structuur,Analist
0.1504510055278153,Originaliteit,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Analist
0.14193031610836168,Originaliteit,Status,Gedrevenheid,Invloed,Analist
0.5028414293045719,Originaliteit,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Analist
-0.07263931141044667,Originaliteit,Vertrouwen,Gedrevenheid,Sociabiliteit,Analist
0.08486718486061924,Originaliteit,Volharding,Gedrevenheid,Gedrevenheid,Analist
0.36193496952018994,Originaliteit,Weloverwogen,Gedrevenheid,Structuur,Analist
-0.37734789569057237,Originaliteit,Zelfonthulling,Gedrevenheid,Sociabiliteit,Analist
0.29916056127123175,Originaliteit,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Analist
-0.03235751144647169,Originaliteit,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.2969112462610471,Originaliteit,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
-0.024610841494742637,Originaliteit,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
-0.3873137039789803,Positivisme,Regelmaat,Stabiliteit,Structuur,Analist
0.494532045384162,Positivisme,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Analist
0.23184710757267307,Positivisme,Status,Stabiliteit,Invloed,Analist
0.5815520855097728,Positivisme,Variatiebehoefte,Stabiliteit,Gedrevenheid,Analist
0.5191192891173533,Positivisme,Vertrouwen,Stabiliteit,Sociabiliteit,Analist
0.6575881982510227,Positivisme,Volharding,Stabiliteit,Gedrevenheid,Analist
0.19766771583721623,Positivisme,Weloverwogen,Stabiliteit,Structuur,Analist
0.41659749134003504,Positivisme,Zelfonthulling,Stabiliteit,Sociabiliteit,Analist
0.5739069463252131,Positivisme,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Analist
0.2765573557952625,Positivisme,Zelfvertoon,Stabiliteit,Invloed,Analist
0.4810564161517404,Positivisme,Zelfvertrouwen,Stabiliteit,Stabiliteit,Analist
0.4187578992049616,Positivisme,Zorgzaamheid,Stabiliteit,Sociabiliteit,Analist
-0.3591855644177372,Regelmaat,Sociaal Ontspannen,Structuur,Sociabiliteit,Analist
-0.19204476869464743,Regelmaat,Status,Structuur,Invloed,Analist
-0.625872206987207,Regelmaat,Variatiebehoefte,Structuur,Gedrevenheid,Analist
-0.3665167751408759,Regelmaat,Vertrouwen,Structuur,Sociabiliteit,Analist
-0.3128212169532062,Regelmaat,Volharding,Structuur,Gedrevenheid,Analist
-0.13298396302945475,Regelmaat,Weloverwogen,Structuur,Structuur,Analist
-0.3381970824116494,Regelmaat,Zelfonthulling,Structuur,Sociabiliteit,Analist
-0.3307804364977583,Regelmaat,Zelfontwikkeling,Structuur,Gedrevenheid,Analist
-0.13303201468076237,Regelmaat,Zelfvertoon,Structuur,Invloed,Analist
-0.3051741273183575,Regelmaat,Zelfvertrouwen,Structuur,Stabiliteit,Analist
-0.36995031508828385,Regelmaat,Zorgzaamheid,Structuur,Sociabiliteit,Analist
0.2791022112369209,Sociaal Ontspannen,Status,Sociabiliteit,Invloed,Analist
0.5738501115951726,Sociaal Ontspannen,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Analist
0.15252810214190723,Sociaal Ontspannen,Vertrouwen,Sociabiliteit,Sociabiliteit,Analist
0.49551274525286976,Sociaal Ontspannen,Volharding,Sociabiliteit,Gedrevenheid,Analist
0.25014188766894285,Sociaal Ontspannen,Weloverwogen,Sociabiliteit,Structuur,Analist
0.3660492284108999,Sociaal Ontspannen,Zelfonthulling,Sociabiliteit,Sociabiliteit,Analist
0.35123912157096837,Sociaal Ontspannen,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Analist
0.730166785737388,Sociaal Ontspannen,Zelfvertoon,Sociabiliteit,Invloed,Analist
0.6083709680005959,Sociaal Ontspannen,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Analist
0.4576686697167734,Sociaal Ontspannen,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Analist
0.42100634481459676,Status,Variatiebehoefte,Invloed,Gedrevenheid,Analist
0.08050835769913459,Status,Vertrouwen,Invloed,Sociabiliteit,Analist
0.3986123451805639,Status,Volharding,Invloed,Gedrevenheid,Analist
0.2730309832422205,Status,Weloverwogen,Invloed,Structuur,Analist
-0.051346438556897946,Status,Zelfonthulling,Invloed,Sociabiliteit,Analist
0.48782528312468826,Status,Zelfontwikkeling,Invloed,Gedrevenheid,Analist
0.3070422193629064,Status,Zelfvertoon,Invloed,Invloed,Analist
0.2069414734022577,Status,Zelfvertrouwen,Invloed,Stabiliteit,Analist
0.0025866067596574016,Status,Zorgzaamheid,Invloed,Sociabiliteit,Analist
0.38905082472305225,Variatiebehoefte,Vertrouwen,Gedrevenheid,Sociabiliteit,Analist
0.6252379775555502,Variatiebehoefte,Volharding,Gedrevenheid,Gedrevenheid,Analist
0.30956311518475416,Variatiebehoefte,Weloverwogen,Gedrevenheid,Structuur,Analist
0.1423937391786021,Variatiebehoefte,Zelfonthulling,Gedrevenheid,Sociabiliteit,Analist
0.6931220002090002,Variatiebehoefte,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Analist
0.2539758754652734,Variatiebehoefte,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.5068814841275138,Variatiebehoefte,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
0.4419096754820092,Variatiebehoefte,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
0.22158112824152149,Vertrouwen,Volharding,Sociabiliteit,Gedrevenheid,Analist
-0.3815614752022569,Vertrouwen,Weloverwogen,Sociabiliteit,Structuur,Analist
0.47323380403505944,Vertrouwen,Zelfonthulling,Sociabiliteit,Sociabiliteit,Analist
0.3221907934413024,Vertrouwen,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Analist
0.10000000000000003,Vertrouwen,Zelfvertoon,Sociabiliteit,Invloed,Analist
0.07244179326244425,Vertrouwen,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Analist
0.08873565094161134,Vertrouwen,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Analist
0.47369383927459585,Volharding,Weloverwogen,Gedrevenheid,Structuur,Analist
0.10361135069368557,Volharding,Zelfonthulling,Gedrevenheid,Sociabiliteit,Analist
0.6859782301680784,Volharding,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Analist
0.2943863560923071,Volharding,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.5511095437139799,Volharding,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
0.4957669581973921,Volharding,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
-0.10605265653327946,Weloverwogen,Zelfonthulling,Structuur,Sociabiliteit,Analist
0.42335533476112397,Weloverwogen,Zelfontwikkeling,Structuur,Gedrevenheid,Analist
-0.0585409386611682,Weloverwogen,Zelfvertoon,Structuur,Invloed,Analist
0.3803476985243968,Weloverwogen,Zelfvertrouwen,Structuur,Stabiliteit,Analist
0.24187674266435116,Weloverwogen,Zorgzaamheid,Structuur,Sociabiliteit,Analist
0.10054285005277133,Zelfonthulling,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Analist
0.30760197262278854,Zelfonthulling,Zelfvertoon,Sociabiliteit,Invloed,Analist
0.35329408061607254,Zelfonthulling,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Analist
0.32894289224756995,Zelfonthulling,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Analist
0.019611613513818422,Zelfontwikkeling,Zelfvertoon,Gedrevenheid,Invloed,Analist
0.3149219334626031,Zelfontwikkeling,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Analist
0.3524004814607057,Zelfontwikkeling,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Analist
0.5070925528371099,Zelfvertoon,Zelfvertrouwen,Invloed,Stabiliteit,Analist
0.3904368641430901,Zelfvertoon,Zorgzaamheid,Invloed,Sociabiliteit,Analist
0.39747515857885896,Zelfvertrouwen,Zorgzaamheid,Stabiliteit,Sociabiliteit,Analist
-0.18502701363167842,Competitie,Conformisme,Invloed,Structuur,Engineer
-0.11952286093343936,Competitie,Contactbehoefte,Invloed,Sociabiliteit,Engineer
0.6187714854940427,Competitie,Dominantie,Invloed,Invloed,Engineer
0.45402980440266305,Competitie,Energie,Invloed,Gedrevenheid,Engineer
-0.6319880021746503,Competitie,Frustratietolerantie,Invloed,Stabiliteit,Engineer
-0.5701889063680353,Competitie,Hartelijkheid,Invloed,Sociabiliteit,Engineer
-0.3576348756645431,Competitie,Incasseringsvermogen,Invloed,Stabiliteit,Engineer
-0.17743840798216653,Competitie,Nauwkeurigheid,Invloed,Structuur,Engineer
0.15398682993655988,Competitie,Onafhankelijkheid,Invloed,Gedrevenheid,Engineer
0.015721249524260225,Competitie,Ordelijkheid,Invloed,Structuur,Engineer
0.33612278224367753,Competitie,Originaliteit,Invloed,Gedrevenheid,Engineer
-0.3086066999241838,Competitie,Positivisme,Invloed,Stabiliteit,Engineer
-0.23028309323591917,Competitie,Regelmaat,Invloed,Structuur,Engineer
-2.4061770862384065e-17,Competitie,Sociaal Ontspannen,Invloed,Sociabiliteit,Engineer
0.5375786693015948,Competitie,Status,Invloed,Invloed,Engineer
0.3756241132126741,Competitie,Variatiebehoefte,Invloed,Gedrevenheid,Engineer
-0.0229544133277338,Competitie,Vertrouwen,Invloed,Sociabiliteit,Engineer
-0.031497039417435604,Competitie,Volharding,Invloed,Gedrevenheid,Engineer
-0.6593641977598278,Competitie,Weloverwogen,Invloed,Structuur,Engineer
